"","city","dependent","industry","employer_name","median_wage","lat","lon"
"25","Atlanta","Y","index56","CAPSQUARE SYSTEMS INC",80000,33.748315,-84.391109
"26","Atlanta","Y","index56","INFOSOFT INC",73445,33.748315,-84.391109
"27","Atlanta","Y","index56","JNIT TECHNOLOGIES",71000,33.748315,-84.391109
"28","Atlanta","Y","index56","USM BUSINESS SYSTEMS INC",67325,33.748315,-84.391109
"29","Atlanta","Y","index56","SPARC TECHNOLOGIES INC",65000,33.748315,-84.391109
"30","Atlanta","Y","index61","GLOBAL TEACHERS RESEARCH&RESOURCES INC",41500,33.748315,-84.391109
"31","Atlanta","Y","index62","INTERMED HOME CARE INCRPORATED",45000,33.748315,-84.391109
"32","Austin","Y","index31","QUALCOMM ATHEROS INC",88600,30.267605,-97.742984
"33","Austin","Y","index31","QUALCOMM TECHNOLOGIES INC",86507.2,30.267605,-97.742984
"34","Austin","Y","index31","QUALCOMM INNOVATION CENTER INC",84000,30.267605,-97.742984
"35","Austin","Y","index51","ANALYSIS&DESIGN APPLICATION CO. LTD",1e+05,30.267605,-97.742984
"36","Austin","Y","index51","FACEBOOK INC",80190.69,30.267605,-97.742984
"37","Austin","Y","index51","GTL USA INC",65500,30.267605,-97.742984
"38","Austin","Y","index51","AURIONPRO SOLUTIONS INC",64615.5,30.267605,-97.742984
"39","Austin","Y","index51","KEY BUSINESS SOLUTIONS INC",60000,30.267605,-97.742984
"40","Austin","Y","index52","WORLDQUANT LLC",48672,30.267605,-97.742984
"41","Austin","Y","index54","DAZ  SYSTEMS INC",146733.12,30.267605,-97.742984
"42","Austin","Y","index54","ATHREYA INC",146349,30.267605,-97.742984
"43","Austin","Y","index54","PERSONIFY INC",142000,30.267605,-97.742984
"44","Austin","Y","index54","SMARTPLAY INC",130000,30.267605,-97.742984
"45","Austin","Y","index54","MU SIGMA INC",125000,30.267605,-97.742984
"46","Austin","Y","index56","INTERPRO INC",81182,30.267605,-97.742984
"47","Austin","Y","index56","USM BUSINESS SYSTEMS INC",71390,30.267605,-97.742984
"48","Austin","Y","index56","JNIT TECHNOLOGIES",68000,30.267605,-97.742984
"49","Austin","Y","index56","SMART SOURCE USA LLC",53934,30.267605,-97.742984
"50","Austin","Y","index56","BONA FIDE MANAGEMENT INC",47861,30.267605,-97.742984
"51","Austin","Y","index62","RITESTEP REHAB SOLUTIONSLLC",60503,30.267605,-97.742984
"52","Baltimore","Y","index44","SLPHARMACY INC",95000,39.290585,-76.609264
"53","Baltimore","Y","index51","UNITED SOFTWARE SOLUTIONS INC",60000,39.290585,-76.609264
"54","Baltimore","Y","index54","MAJESCO SOFTWARE&SOLUTIONS INC",124999.92,39.290585,-76.609264
"55","Baltimore","Y","index54","ITECH US INC",115794,39.290585,-76.609264
"56","Baltimore","Y","index54","CLIENT NETWORK SERVICES INC",112320,39.290585,-76.609264
"57","Baltimore","Y","index54","SYSTEM SOFT TECHNOLOGIES LLC.",112000,39.290585,-76.609264
"58","Baltimore","Y","index54","PRELUDE SYSTEMS INC",111000,39.290585,-76.609264
"59","Baltimore","Y","index56","INTERPRO INC",92000,39.290585,-76.609264
"60","Boston","Y","index51","TELENAV INC",75000,42.358635,-71.056699
"61","Boston","Y","index51","TRIZETTO CORPORATION A COGNIZANT COMPANY",71802,42.358635,-71.056699
"62","Boston","Y","index54","CAPGEMINI FINANCIAL SERVICES USA INC (LEGACY KANBAY)",126269,42.358635,-71.056699
"63","Boston","Y","index54","VIRTUSA CORP",125000,42.358635,-71.056699
"64","Boston","Y","index54","PERFICIENT INC",119650.56,42.358635,-71.056699
"65","Boston","Y","index54","MASTECH INC, A MASTECH HOLDINGS, INC. COMPANY",112632,42.358635,-71.056699
"66","Boston","Y","index54","BAHA INDUSTRIES CORP.",110000,42.358635,-71.056699
"67","Boston","Y","index54","HCENTIVE INC",110000,42.358635,-71.056699
"68","Boston","Y","index54","IT CATS LLC",110000,42.358635,-71.056699
"69","Boston","Y","index54","NETVISION RESOURCES INC",110000,42.358635,-71.056699
"70","Boston","Y","index54","SAHASRA TECHNOLOGIES CORPORATION",110000,42.358635,-71.056699
"71","Boston","Y","index56","STARPOINT SOLUTIONS LLC",92500,42.358635,-71.056699
"72","Boston","Y","index56","INTERPRO INC",88691,42.358635,-71.056699
"73","Boston","Y","index56","INFOSOFT INC",87000,42.358635,-71.056699
"74","Boston","Y","index56","JNIT TECHNOLOGIES",77500,42.358635,-71.056699
"75","Boston","Y","index56","USM BUSINESS SYSTEMS INC",60000,42.358635,-71.056699
"76","Charlotte","Y","index51","VALUE CONSULTING INC",70000,35.22269,-80.837764
"77","Charlotte","Y","index51","VALUE SOFTWARE PRODUCTS INC",70000,35.22269,-80.837764
"78","Charlotte","Y","index51","IDEA TECH SOLUTIONS INC",69826,35.22269,-80.837764
"79","Charlotte","Y","index51","UNITED SOFTWARE SOLUTIONS INC",61500,35.22269,-80.837764
"80","Charlotte","Y","index54","DRIVESTREAM INC",135000,35.22269,-80.837764
"81","Charlotte","Y","index54","VIRTUSA CORPORATION",130000,35.22269,-80.837764
"82","Charlotte","Y","index54","QUAERO3 LLC",125040,35.22269,-80.837764
"83","Charlotte","Y","index54","TEK-SOURCES INC",120000,35.22269,-80.837764
"84","Charlotte","Y","index54","ADROIT SOFTWARE INC",115000,35.22269,-80.837764
"85","Charlotte","Y","index54","DIVERSANT LLC",115000,35.22269,-80.837764
"86","Charlotte","Y","index56","INTERPRO INC",90938,35.22269,-80.837764
"87","Charlotte","Y","index56","CAPSQUARE SYSTEMS INC",78500,35.22269,-80.837764
"88","Charlotte","Y","index56","USM BUSINESS SYSTEMS INC",77170,35.22269,-80.837764
"89","Charlotte","Y","index56","JNIT TECHNOLOGIES",66000,35.22269,-80.837764
"90","Chicago","Y","index51","METRICSTREAM INC",110000,41.88415,-87.632409
"91","Chicago","Y","index51","EXUSIA INC",92500,41.88415,-87.632409
"92","Chicago","Y","index51","FACEBOOK INC",85000,41.88415,-87.632409
"93","Chicago","Y","index51","TEK TREE LLC",71053,41.88415,-87.632409
"94","Chicago","Y","index51","UNITED SOFTWARE SOLUTIONS INC",68000,41.88415,-87.632409
"95","Chicago","Y","index52","TOWER RESEARCH CAPITAL LLC",160000,41.88415,-87.632409
"96","Chicago","Y","index52","SUNRISE FUTURES LLC",115000,41.88415,-87.632409
"97","Chicago","Y","index52","EULER CAPITAL LLC",40000,41.88415,-87.632409
"98","Chicago","Y","index54","BAHA INDUSTRIES CORP.",2e+05,41.88415,-87.632409
"99","Chicago","Y","index54","HAPPIEST MINDS TECHNOLOGIES PRIVATE LTD.",170000,41.88415,-87.632409
"100","Chicago","Y","index54","MEZOCLIQ LLC",170000,41.88415,-87.632409
"101","Chicago","Y","index54","KNACK SYSTEMS LLC",130000,41.88415,-87.632409
"102","Chicago","Y","index54","FPT USA CORP.",114000,41.88415,-87.632409
"103","Chicago","Y","index56","INTERPRO INC",80631.5,41.88415,-87.632409
"104","Chicago","Y","index56","CAPSQUARE SYSTEMS INC",71500,41.88415,-87.632409
"105","Chicago","Y","index56","INFOSOFT INC",68581.5,41.88415,-87.632409
"106","Colorado Springs","Y","index54","MASTECH INC, A MASTECH HOLDINGS, INC. COMPANY",98987,38.83345,-104.821814
"107","Colorado Springs","Y","index54","TRINUS CORPORATION",94000,38.83345,-104.821814
"108","Colorado Springs","Y","index54","NEWT GLOBAL CONSULTING LLC",85000,38.83345,-104.821814
"109","Colorado Springs","Y","index54","IGATE TECHNOLOGIES INC",83000,38.83345,-104.821814
"110","Colorado Springs","Y","index54","SYNTEL INC",80600,38.83345,-104.821814
"111","Columbus","Y","index51","INFOCROSSING INC",151500,39.96196,-83.002984
"112","Columbus","Y","index51","UNITED SOFTWARE SOLUTIONS INC",66000,39.96196,-83.002984
"113","Columbus","Y","index51","TEK TREE LLC",60000,39.96196,-83.002984
"114","Columbus","Y","index54","DIVERSANT LLC",125000,39.96196,-83.002984
"115","Columbus","Y","index54","IRIS SOFTWARE INC",125000,39.96196,-83.002984
"116","Columbus","Y","index54","INTELLECT DESIGN ARENA INC",117875,39.96196,-83.002984
"117","Columbus","Y","index54","SAAMA TECHNOLOGIES INC",115075,39.96196,-83.002984
"118","Columbus","Y","index54","BOSTON TECHNOLOGY CORPORATION",110000,39.96196,-83.002984
"119","Columbus","Y","index56","INTERPRO INC",114000,39.96196,-83.002984
"120","Columbus","Y","index56","USM BUSINESS SYSTEMS INC",64905,39.96196,-83.002984
"121","Columbus","Y","index56","JNIT TECHNOLOGIES",61500,39.96196,-83.002984
"122","Dallas","Y","index51","AURIONPRO SOLUTIONS INC",120000,32.778155,-96.795404
"123","Dallas","Y","index51","FACEBOOK INC",110000,32.778155,-96.795404
"124","Dallas","Y","index51","KEY BUSINESS SOLUTIONS INC",60000,32.778155,-96.795404
"125","Dallas","Y","index54","RESOURCESYS INC",158400,32.778155,-96.795404
"126","Dallas","Y","index54","NEW YORK GLOBAL CONSULTANTS INC",120000,32.778155,-96.795404
"127","Dallas","Y","index54","SDILOGIC INC",110000,32.778155,-96.795404
"128","Dallas","Y","index54","SYSTEM SOFT TECHNOLOGIES LLC",110000,32.778155,-96.795404
"129","Dallas","Y","index54","UNIQUE COMP INC",110000,32.778155,-96.795404
"130","Dallas","Y","index56","CAPSQUARE SYSTEMS INC",73000,32.778155,-96.795404
"131","Dallas","Y","index56","USM BUSINESS SYSTEMS INC",63000,32.778155,-96.795404
"132","Dallas","Y","index56","INFOSOFT INC",60000,32.778155,-96.795404
"133","Dallas","Y","index56","USA GATEWAY INC",60000,32.778155,-96.795404
"134","Dallas","Y","index56","SMART SOURCE USA LLC",51750,32.778155,-96.795404
"135","Dallas","Y","index61","HARMONY SCIENCE ACADEMY-DALLAS",62840,32.778155,-96.795404
"136","Dallas","Y","index62","JDC HEALTHCARE PLLC",120000,32.778155,-96.795404
"137","Dallas","Y","index62","APOGEE MEDICAL GROUP INC",95000,32.778155,-96.795404
"138","Denver","Y","index51","IDEA TECH SOLUTIONS INC",72613,39.74001,-104.992259
"139","Denver","Y","index54","SPARTAN SOLUTIONS INC",120000,39.74001,-104.992259
"140","Denver","Y","index54","OBJECTSTREAM INC",117500,39.74001,-104.992259
"141","Denver","Y","index54","PROKARMA INC",115000,39.74001,-104.992259
"142","Denver","Y","index54","SELECT SOURCE INTERNATIONAL",112320,39.74001,-104.992259
"143","Denver","Y","index54","TITAN DATA GROUP INC",110000,39.74001,-104.992259
"144","Denver","Y","index56","USM BUSINESS SYSTEMS INC",60280,39.74001,-104.992259
"145","Denver","Y","index56","BONA FIDE MANAGEMENT INC",54246,39.74001,-104.992259
"146","Denver","Y","index56","SMART SOURCE USA LLC",54246,39.74001,-104.992259
"147","Detroit","Y","index54","MEJENTA SYSTEMS INC",120000,42.331685,-83.047924
"148","Detroit","Y","index54","V-SOFT CONSULTING GROUP INC",104000,42.331685,-83.047924
"149","Detroit","Y","index54","CSM SOFTWARE USA LLC",1e+05,42.331685,-83.047924
"150","Detroit","Y","index54","RAMPS INTERNATIONAL INC",1e+05,42.331685,-83.047924
"151","Detroit","Y","index54","SKORUZ TECHNOLOGIES INC",1e+05,42.331685,-83.047924
"152","Detroit","Y","index54","TECH MAHINDRA (AMERICAS) INC",1e+05,42.331685,-83.047924
"153","Detroit","Y","index54","XORIANT CORPORATION",1e+05,42.331685,-83.047924
"154","Detroit","Y","index56","INTERPRO INC",90000,42.331685,-83.047924
"155","El Paso","Y","index54","A1 KAISER INC",92000,31.759165,-106.487494
"156","El Paso","Y","index54","GLOBAL APPLICATIONS SOLUTIONS LLC",90000,31.759165,-106.487494
"157","El Paso","Y","index54","ITELLIGENCE INC",80018,31.759165,-106.487494
"158","El Paso","Y","index54","SYSTIME COMPUTER CORPORATION",66333,31.759165,-106.487494
"159","El Paso","Y","index54","ITC INFOTECH (USA) INC",61000,31.759165,-106.487494
"160","Fort Worth","Y","index51","TEK TREE LLC",65676,32.748855,-97.329389
"161","Fort Worth","Y","index54","BOSTON TECHNOLOGY CORPORATION",120000,32.748855,-97.329389
"162","Fort Worth","Y","index54","SAMITI TECHNOLOGY INC",115000,32.748855,-97.329389
"163","Fort Worth","Y","index54","KRYPT INC",108800,32.748855,-97.329389
"164","Fort Worth","Y","index54","ANU SOFTWARE CONSULTANTS INC",107250,32.748855,-97.329389
"165","Fort Worth","Y","index54","PROSOFT TECHNOLOGY GROUP INC",105000,32.748855,-97.329389
"166","Fort Worth","Y","index56","JNIT TECHNOLOGIES",67500,32.748855,-97.329389
"167","Fort Worth","Y","index62","APOGEE MEDICAL GROUP TEXAS, PA",250000,32.748855,-97.329389
"168","Fort Worth","Y","index62","JDC HEALTHCARE PLLC",120000,32.748855,-97.329389
"169","Fresno","Y","index54","TELEWORLD SOLUTIONS INC",79600,36.740685,-119.785734
"170","Fresno","Y","index54","INTRIV INC",65000,36.740685,-119.785734
"171","Fresno","Y","index54","NORTHSTAR GROUP INC",61000,36.740685,-119.785734
"172","Fresno","Y","index54","ITC INFOTECH (USA) INC",60000,36.740685,-119.785734
"173","Fresno","Y","index54","VIGNA INC",60000,36.740685,-119.785734
"174","Fresno","Y","index62","COMMUNITY HOSPITALIST MEDICAL GROUP",220000,36.740685,-119.785734
"175","Houston","Y","index21","LUMINA GEOPHYSICAL LLC",80538,29.76045,-95.369784
"176","Houston","Y","index31","STAR PIPE PRODUCTS LTD",74000,29.76045,-95.369784
"177","Houston","Y","index31","IQ PRODUCTS COMPANY",63373.5,29.76045,-95.369784
"178","Houston","Y","index31","STAR PIPE PRODUCTS LTD.",57000,29.76045,-95.369784
"179","Houston","Y","index31","AXON EP INC",30326,29.76045,-95.369784
"180","Houston","Y","index51","AURIONPRO SOLUTIONS INC",103667,29.76045,-95.369784
"181","Houston","Y","index51","VALUE SOFTWARE PRODUCTS INC",65300,29.76045,-95.369784
"182","Houston","Y","index51","MOBILECOMM PROFESSIONALS INC",65125,29.76045,-95.369784
"183","Houston","Y","index51","IDEA TECH SOLUTIONS INC",63482,29.76045,-95.369784
"184","Houston","Y","index51","TAD SOLUTIONS INC",63000,29.76045,-95.369784
"185","Houston","Y","index54","MUDRASYSINC",345125,29.76045,-95.369784
"186","Houston","Y","index54","KPI PARTNERS INC",155000,29.76045,-95.369784
"187","Houston","Y","index54","INTRIGO SYSTEMS INC",140000,29.76045,-95.369784
"188","Houston","Y","index54","KESTE LLC",135330,29.76045,-95.369784
"189","Houston","Y","index54","IT CONVERGENCE",132300,29.76045,-95.369784
"190","Houston","Y","index56","INTERPRO INC",2e+05,29.76045,-95.369784
"191","Houston","Y","index56","JNIT TECHNOLOGIES",70000,29.76045,-95.369784
"192","Houston","Y","index56","BONA FIDE MANAGEMENT INC",65530.5,29.76045,-95.369784
"193","Houston","Y","index56","USM BUSINESS SYSTEMS INC",63320,29.76045,-95.369784
"194","Houston","Y","index56","PASONA N A INC",43732,29.76045,-95.369784
"195","Houston","Y","index61","HARMONY SCHOOL OF INNOVATION",45590,29.76045,-95.369784
"196","Houston","Y","index61","COSMOS FOUNDATION INC",43451,29.76045,-95.369784
"197","Houston","Y","index61","SOUTH BY SOUTHEAST COMMUNITY DEVELOPMENT INC",42340,29.76045,-95.369784
"198","Houston","Y","index61","YOUNG LEARNERS SCHOOL",38128.58,29.76045,-95.369784
"199","Houston","Y","index61","LEADERS IN EDUCATION INC",34790.02,29.76045,-95.369784
"200","Houston","Y","index62","JDC HEALTHCARE PLLC",120000,29.76045,-95.369784
"201","Indianapolis","Y","index51","VINSYS INFORMATION TECHNOLOGY INC",72000,39.76691,-86.149964
"202","Indianapolis","Y","index51","VALUE SOFTWARE PRODUCTS INC",64000,39.76691,-86.149964
"203","Indianapolis","Y","index54","CAPGEMINI FINANCIAL SERVICES USA INC (LEGACY KANBAY)",161850,39.76691,-86.149964
"204","Indianapolis","Y","index54","CINERGY TECHNOLOGY INC",120000,39.76691,-86.149964
"205","Indianapolis","Y","index54","CYBECYS INC",110000,39.76691,-86.149964
"206","Indianapolis","Y","index54","SERENE CORPORATION",109762,39.76691,-86.149964
"207","Indianapolis","Y","index54","ACCESS TECHNOLOGY SOLUTIONS INC",100176,39.76691,-86.149964
"208","Indianapolis","Y","index56","CAPSQUARE SYSTEMS INC",75000,39.76691,-86.149964
"209","Indianapolis","Y","index56","JNIT TECHNOLOGIES",63500,39.76691,-86.149964
"210","Jacksonville","Y","index51","MOBILECOMM PROFESSIONALS INC",65125,30.33147,-81.656219
"211","Jacksonville","Y","index51","IDEA TECH SOLUTIONS INC",61693,30.33147,-81.656219
"212","Jacksonville","Y","index54","GLOBALLOGICINC",120000,30.33147,-81.656219
"213","Jacksonville","Y","index54","SELECT SOURCE INTERNATIONAL",112320,30.33147,-81.656219
"214","Jacksonville","Y","index54","MIRACLE SOFTWARE SYSTEMS INC",105000,30.33147,-81.656219
"215","Jacksonville","Y","index54","MAGNA INFOTECH LTD.",1e+05,30.33147,-81.656219
"216","Jacksonville","Y","index54","INFOVILLE INC",95000,30.33147,-81.656219
"217","Jacksonville","Y","index56","INFOSOFT INC",75670,30.33147,-81.656219
"218","Jacksonville","Y","index56","JNIT TECHNOLOGIES",70000,30.33147,-81.656219
"219","Kansas City","Y","index54","AIM BIG INC DBA AXIOM TECHNOLOGY GROUP, INC.",120000,39.11338,-94.626824
"220","Kansas City","Y","index54","MICROEXCEL INC",120000,39.11338,-94.626824
"221","Kansas City","Y","index54","CAPGEMINI U.S. LLC",103958,39.11338,-94.626824
"222","Kansas City","Y","index54","ITECH US INC",97678.5,39.11338,-94.626824
"223","Kansas City","Y","index54","OXALIZ TECHNOLOGIES LLC",92500,39.11338,-94.626824
"224","Kansas City","Y","index56","INFOSOFT INC",76398,39.11338,-94.626824
"225","Kansas City","Y","index56","INTERPRO INC",76398,39.11338,-94.626824
"226","Kansas City","Y","index56","NOVO PROSO INC",53500,39.11338,-94.626824
"227","Las Vegas","Y","index51","UNITED SOFTWARE SOLUTIONS INC",66000,36.171915,-115.139974
"228","Las Vegas","Y","index54","PROLIFICS INC",116000,36.171915,-115.139974
"229","Las Vegas","Y","index54","CHETU INC",107000,36.171915,-115.139974
"230","Las Vegas","Y","index54","TANGO MANAGEMENT CONSULTING LLC",105000,36.171915,-115.139974
"231","Las Vegas","Y","index54","TECH MAHINDRA (AMERICAS) INC",95228,36.171915,-115.139974
"232","Las Vegas","Y","index54","PROLIM GLOBAL CORPORATION",90000,36.171915,-115.139974
"233","Long Beach","Y","index51","TAD SOLUTIONS INC",70500,33.766725,-118.192399
"234","Long Beach","Y","index54","INTERNATIONAL SOLUTIONS GROUP INC",125000,33.766725,-118.192399
"235","Long Beach","Y","index54","SPARTA CONSULTING INC",119250,33.766725,-118.192399
"236","Long Beach","Y","index54","RAMPS INTERNATIONAL INC",1e+05,33.766725,-118.192399
"237","Long Beach","Y","index54","PRELUDE SYSTEMS INC",99600,33.766725,-118.192399
"238","Long Beach","Y","index54","EDIFY TECHNOLOGIES INC",98850,33.766725,-118.192399
"239","Los Angeles","Y","index48","MATRIX AVIATION SERVICES",58718,34.05349,-118.245319
"240","Los Angeles","Y","index51","CHINA TELECOM (AMERICAS) CORPORATION",54500,34.05349,-118.245319
"241","Los Angeles","Y","index54","SYSINTELLI INC",140000,34.05349,-118.245319
"242","Los Angeles","Y","index54","CAPGEMINI FINANCIAL SERVICES USA INC (LEGACY KANBAY)",130472,34.05349,-118.245319
"243","Los Angeles","Y","index54","INFOTRELLIS INC",125000,34.05349,-118.245319
"244","Los Angeles","Y","index54","RESOURCE LOGISTICS INC",120000,34.05349,-118.245319
"245","Los Angeles","Y","index54","ICONNECT LC",110000,34.05349,-118.245319
"246","Los Angeles","Y","index54","V-SOFT CONSULTING GROUP INC",110000,34.05349,-118.245319
"247","Los Angeles","Y","index56","WORLD JOINT CORPORATION",40175,34.05349,-118.245319
"248","Los Angeles","Y","index62","ALPHAVISTA SERVICES INC",65874,34.05349,-118.245319
"249","Los Angeles","Y","index62","PRISTINE REHAB CARE LLC",60528,34.05349,-118.245319
"250","Los Angeles","Y","index62","BMR HEALTH SERVICES INC",60500,34.05349,-118.245319
"251","Memphis","Y","index51","VALUE SOFTWARE PRODUCTS INC",75000,35.149766,-90.049259
"252","Memphis","Y","index54","EIS TECHNOLOGIES INC",125000,35.149766,-90.049259
"253","Memphis","Y","index54","VIRTUSA CORPORATION",122000,35.149766,-90.049259
"254","Memphis","Y","index54","INFOLOB SOLUTIONS INC",104000,35.149766,-90.049259
"255","Memphis","Y","index54","ITECH US INC",100500,35.149766,-90.049259
"256","Memphis","Y","index54","BRILLIO LLC",95000,35.149766,-90.049259
"257","Memphis","Y","index54","RESOURCESYS INC",95000,35.149766,-90.049259
"258","Memphis","Y","index56","JNIT TECHNOLOGIES",70000,35.149766,-90.049259
"259","Mesa","Y","index54","INTERNATIONAL INFORMATION TECHNOLOGY TEAM INC,",90000,33.417045,-111.831459
"260","Mesa","Y","index54","MOBILE PROGRAMMING LLC",82500,33.417045,-111.831459
"261","Mesa","Y","index54","A-1 TECHNOLOGY INC",75000,33.417045,-111.831459
"262","Mesa","Y","index54","INFOSYS LIMITED",73119,33.417045,-111.831459
"263","Mesa","Y","index54","GENOME INTERNATIONAL CORPORATION",60000,33.417045,-111.831459
"264","Miami","Y","index44","LAS TRAVEL GEAR LLC",67000,25.728985,-80.237419
"265","Miami","Y","index51","TEK TREE LLC",65998,25.728985,-80.237419
"266","Miami","Y","index54","ISR INFO WAY INC",140000,25.728985,-80.237419
"267","Miami","Y","index54","AMICUS SYSTEMS INC",110000,25.728985,-80.237419
"268","Miami","Y","index54","KRIDDHA TECHNOLOGIES INC",105221.5,25.728985,-80.237419
"269","Miami","Y","index54","INFOLOB SOLUTIONS INC",104000,25.728985,-80.237419
"270","Miami","Y","index54","GOPA IT CONSULTANTS INC",97400,25.728985,-80.237419
"271","Miami","Y","index56","BONA FIDE MANAGEMENT INC",57450,25.728985,-80.237419
"272","Miami","Y","index56","SMART SOURCE USA LLC",57450,25.728985,-80.237419
"273","Miami","Y","index72","BUFFALO RUN CASINO",44000,25.728985,-80.237419
"274","Miami","Y","index81","FOUNDATION FOR HUMAN RIGHTS IN CUBA",21554.5,25.728985,-80.237419
"275","Milwaukee","Y","index54","LODESTONE MANAGEMENT CONSULTANTS INC",178256,43.04181,-87.906844
"276","Milwaukee","Y","index54","FLEXTRADE SYSTEMS INC",130000,43.04181,-87.906844
"277","Milwaukee","Y","index54","KRYPT INC",103000,43.04181,-87.906844
"278","Milwaukee","Y","index54","AB TECHNOLOGIES INC",1e+05,43.04181,-87.906844
"279","Milwaukee","Y","index54","KELLY MAXSON INC [DUN# 079237324]",1e+05,43.04181,-87.906844
"280","Milwaukee","Y","index56","SUPRASOFT INC",69576,43.04181,-87.906844
"281","Milwaukee","Y","index56","USM BUSINESS SYSTEMS INC",60000,43.04181,-87.906844
"282","Milwaukee","Y","index56","BONA FIDE MANAGEMENT INC",39936,43.04181,-87.906844
"283","Minneapolis","Y","index54","KESTE LLC",117267,44.979035,-93.264929
"284","Minneapolis","Y","index54","OPENSOFT INC",115000,44.979035,-93.264929
"285","Minneapolis","Y","index54","INDUS VALLEY PARTNERS CORP.",114660,44.979035,-93.264929
"286","Minneapolis","Y","index54","PERFICIENT INC",107391.165,44.979035,-93.264929
"287","Minneapolis","Y","index54","SAPIENT CORPORATION",105000,44.979035,-93.264929
"288","Minneapolis","Y","index56","CAPSQUARE SYSTEMS INC",80000,44.979035,-93.264929
"289","Minneapolis","Y","index56","JNIT TECHNOLOGIES",62000,44.979035,-93.264929
"290","Minneapolis","Y","index56","USM BUSINESS SYSTEMS INC",60000,44.979035,-93.264929
"291","New Orleans","Y","index54","PERFICIENT INC",97000,29.9564,-90.0758
"292","New Orleans","Y","index54","ICONSOFT INC",90000,29.9564,-90.0758
"293","New Orleans","Y","index54","SYSTEM SOFT TECHNOLOGIES LLC",90000,29.9564,-90.0758
"294","New Orleans","Y","index54","EGEN SOLUTIONS INC",83200,29.9564,-90.0758
"295","New Orleans","Y","index54","HEADSTREAM INC",80000,29.9564,-90.0758
"296","New York","Y","index31","LAUNDRY CAPITAL CO. LLC",150000,40.71455,-74.007124
"297","New York","Y","index31","LAUNDRY CAPLITAL",150000,40.71455,-74.007124
"298","New York","Y","index31","GLOBALFOUNDRIES U.S. INC",92123,40.71455,-74.007124
"299","New York","Y","index42","PANTIES PLUS INC",45000,40.71455,-74.007124
"300","New York","Y","index51","FACEBOOK INC",140000,40.71455,-74.007124
"301","New York","Y","index51","ATYPON SYSTEMS INC",135000,40.71455,-74.007124
"302","New York","Y","index51","EXUSIA INC",110000,40.71455,-74.007124
"303","New York","Y","index51","INTEGRAL DEVELOPMENT CORPORATION",106500,40.71455,-74.007124
"304","New York","Y","index51","METRICSTREAM INC",1e+05,40.71455,-74.007124
"305","New York","Y","index52","LATOUR TRADING LLC",2e+05,40.71455,-74.007124
"306","New York","Y","index52","TWO SIGMA INVESTMENTS LLC",150000,40.71455,-74.007124
"307","New York","Y","index52","WORLDQUANT LLC",150000,40.71455,-74.007124
"308","New York","Y","index52","TOWER RESEARCH CAPITAL LLC",135000,40.71455,-74.007124
"309","New York","Y","index52","BTG PACTUAL US CAPITAL LLC",111018,40.71455,-74.007124
"310","New York","Y","index54","NORGATE TECHNOLOGY",189000,40.71455,-74.007124
"311","New York","Y","index54","INSPIRAGE LLC",160000.08,40.71455,-74.007124
"312","New York","Y","index54","MEZOCLIQ LLC",155000,40.71455,-74.007124
"313","New York","Y","index54","SDG CORPORATION",145000,40.71455,-74.007124
"314","New York","Y","index54","PATEL CONSULTANTS CORPORATION",141322,40.71455,-74.007124
