"","city","dependent","industry","employer_name","median_wage","lat","lon"
"249","Minneapolis","Y","index31","DC GROUP INC",61000,44.979035,-93.264929
"250","Minneapolis","Y","index51","ARCHENTS INC",90000,44.979035,-93.264929
"251","Minneapolis","Y","index54","EGEN SOLUTIONS INC",145600,44.979035,-93.264929
"252","Minneapolis","Y","index54","INDUS VALLEY PARTNERS CORP.",136552,44.979035,-93.264929
"253","Minneapolis","Y","index54","INNOMINDS SOFTWARE INC",115000,44.979035,-93.264929
"254","Minneapolis","Y","index54","CAPGEMINI AMERICA INC (LEGACY CAPGEMINI FINANCIAL SERVICES, INC.)",104556,44.979035,-93.264929
"255","Minneapolis","Y","index54","PVR TECHNOLOGIES INC",104000,44.979035,-93.264929
"256","Minneapolis","Y","index56","SUPRASOFT INC",78624,44.979035,-93.264929
"257","Minneapolis","Y","index56","JNIT TECHNOLOGIES",65000,44.979035,-93.264929
"258","New Orleans","Y","index54","EAST WEST SYSTEMS INC",131000,29.9564,-90.0758
"259","New Orleans","Y","index54","SDILOGIC INC",95000,29.9564,-90.0758
"260","New Orleans","Y","index54","TECH MAHINDRA (AMERICAS) INC",87818,29.9564,-90.0758
"261","New Orleans","Y","index54","PALAYEKAR COMPANIES INC",86653,29.9564,-90.0758
"262","New Orleans","Y","index54","PVR AMERICA INC",80000,29.9564,-90.0758
"263","New York","Y","index31","LIGHT INC",45000,40.71455,-74.007124
"264","New York","Y","index51","HORTONWORKS INC",185000,40.71455,-74.007124
"265","New York","Y","index51","FACEBOOK INC",145471.415,40.71455,-74.007124
"266","New York","Y","index51","METRICSTREAM INC",112800,40.71455,-74.007124
"267","New York","Y","index51","INTEGRAL DEVELOPMENT CORPORATION",97609.5,40.71455,-74.007124
"268","New York","Y","index51","RELEVANCE LAB INC",96000,40.71455,-74.007124
"269","New York","Y","index52","WORLDQUANT LLC",170000,40.71455,-74.007124
"270","New York","Y","index52","TWO SIGMA INVESTMENTS LP",155000,40.71455,-74.007124
"271","New York","Y","index52","TOWER RESEARCH  CAPITAL LLC",130000,40.71455,-74.007124
"272","New York","Y","index52","HUDSON RIVER TRADING LLC",125000,40.71455,-74.007124
"273","New York","Y","index52","TOWER RESEARCH CAPITAL LLC",120000,40.71455,-74.007124
"274","New York","Y","index54","COVINGTON&BURLING LLP",180000,40.71455,-74.007124
"275","New York","Y","index54","CORNERSTONE RESEARCH INC",170000,40.71455,-74.007124
"276","New York","Y","index54","KEYSTONE STRATEGY LLC",166667,40.71455,-74.007124
"277","New York","Y","index54","CORE INFORMATION TECHNOLOGY SERVICES INC",164000,40.71455,-74.007124
"278","New York","Y","index54","URL SYSTEMS INC",153600,40.71455,-74.007124
"279","New York","Y","index56","USM BUSINESS SYSTEMS INC",72500,40.71455,-74.007124
"280","New York","Y","index56","JNIT TECHNOLOGIES",72000,40.71455,-74.007124
"281","New York","Y","index56","SMART SOURCE USA LLC",56826,40.71455,-74.007124
"282","New York","Y","index56","PASONA N A INC",47205.5,40.71455,-74.007124
"283","New York","Y","index56","WORLD JOINT CORPORATION",45906,40.71455,-74.007124
"284","New York","Y","index61","OLIVET UNIVERSITY",65735,40.71455,-74.007124
"285","New York","Y","index62","CRISIS TEXT LINE",90000,40.71455,-74.007124
"286","New York","Y","index62","ST. MARKS WORLD INC",68000,40.71455,-74.007124
"287","New York","Y","index62","PRIME HEALTHCARE SERVICES INC",45760,40.71455,-74.007124
"288","New York","Y","index62","NEW YORK ASIAN WOMEN'S CENTER",40000,40.71455,-74.007124
"289","New York","Y","index62","NEW YORK ASIAN WOMEN'S CENTER INC",38147,40.71455,-74.007124
"290","New York","Y","index72","FLAVOR  CATERING&EVENT DESIGN INC",29216,40.71455,-74.007124
"291","New York","Y","index72","FLAVOR CATERING&EVENT DESIGN INC",19310,40.71455,-74.007124
"292","New York","Y","index81","WORLD ECONOMIC FORUM LLC",110000,40.71455,-74.007124
"293","New York","Y","index81","WORLD ECONOMIC FORUM USA INC",107000,40.71455,-74.007124
"294","New York","Y","index81","GDS PUBLISHING INC",80000,40.71455,-74.007124
"295","Oakland","Y","index54","PERFICIENT INC",128125,37.805065,-122.273024
"296","Oakland","Y","index54","ASSIGNCORP",119000,37.805065,-122.273024
"297","Oakland","Y","index54","SAGITEC SOLUTIONS LLC",112000,37.805065,-122.273024
"298","Oakland","Y","index54","JADE GLOBAL INC",110000,37.805065,-122.273024
"299","Oakland","Y","index54","NETVISION RESOURCES INC",109500,37.805065,-122.273024
"300","Oakland","Y","index56","JNIT TECHNOLOGIES",75000,37.805065,-122.273024
"301","Oklahoma City","Y","index54","DAZ SYSTEMS INC",168340.08,35.472015,-97.520354
"302","Oklahoma City","Y","index54","SPARTAN SOLUTIONS INC",99000,35.472015,-97.520354
"303","Oklahoma City","Y","index54","ICONSOFT INC",96000,35.472015,-97.520354
"304","Oklahoma City","Y","index54","CAPGEMINI AMERICA INC",95200,35.472015,-97.520354
"305","Oklahoma City","Y","index54","TT TECHNOLOGIES INC",93000,35.472015,-97.520354
"306","Omaha","Y","index54","DAZ SYSTEMS INC",116147,41.260675,-95.940469
"307","Omaha","Y","index54","RAAS INFOTEK LLC",102000,41.260675,-95.940469
"308","Omaha","Y","index54","IQ SYSTEMS INC",1e+05,41.260675,-95.940469
"309","Omaha","Y","index54","QUADRANT 4 SYSTEM CORPORATION",1e+05,41.260675,-95.940469
"310","Omaha","Y","index54","ZEDVENTURES INC",1e+05,41.260675,-95.940469
"311","Omaha","Y","index56","GRAPNEL TECH SERVICES LLC",77000,41.260675,-95.940469
"312","Philadelphia","Y","index44","MY PHARMACY LLC.",104000,39.95228,-75.162454
"313","Philadelphia","Y","index54","MICROEXCEL INC",160000,39.95228,-75.162454
"314","Philadelphia","Y","index54","SCALAR USA INC",160000,39.95228,-75.162454
"315","Philadelphia","Y","index54","TAVANT TECHNOLOGIES INC",127000,39.95228,-75.162454
"316","Philadelphia","Y","index54","SYSMIND LLC",124800,39.95228,-75.162454
