"","city","dependent","industry","employer_name","median_wage","lat","lon"
"63","Arlington","N","index51","PHACIL INC",95000,38.89051,-77.086294
"64","Arlington","N","index51","ADVANCESOFT INC",89860,38.89051,-77.086294
"65","Arlington","N","index52","CORPORACION INTERAMERICANA PARA EL FINANCIAMIENTO DE INFRAESTRUCTURA S",262374.295,38.89051,-77.086294
"66","Arlington","N","index52","FBR&CO.",141856,38.89051,-77.086294
"67","Arlington","N","index52","EJF CAPITAL LLC",135000,38.89051,-77.086294
"68","Arlington","N","index52","KIMC (U.S.) INC",122000,38.89051,-77.086294
"69","Arlington","N","index52","E*TRADE FINANCIAL CORPORATION",105115.5,38.89051,-77.086294
"70","Arlington","N","index54","PAPPAS GROUP LLC",184000,38.89051,-77.086294
"71","Arlington","N","index54","THE WYCLIFFE SEED COMPANY",175000,38.89051,-77.086294
"72","Arlington","N","index54","PWC STRATEGY& (US) LLC",145000,38.89051,-77.086294
"73","Arlington","N","index54","INFORMATION GATEWAYS INC",140000,38.89051,-77.086294
"74","Arlington","N","index54","SILA SOLUTIONS GROUP INC",140000,38.89051,-77.086294
"75","Arlington","N","index55","JPMORGAN CHASE&CO.",68619,38.89051,-77.086294
"76","Arlington","N","index56","OUTST&ING POSSIBILITIES REVEALED INC",55000,38.89051,-77.086294
"77","Arlington","N","index56","SOURCEHOV LLC",55000,38.89051,-77.086294
"78","Arlington","N","index56","HIGH SIERRA POOLS INC",52000,38.89051,-77.086294
"79","Arlington","N","index61","UNIVERSITY OF FLORIDA",119000,38.89051,-77.086294
"80","Arlington","N","index61","GEORGE MASON UNIVERSITY",92000,38.89051,-77.086294
"81","Arlington","N","index61","CARNEGIE MELLON UNIVERSITY",88945,38.89051,-77.086294
"82","Arlington","N","index61","ESI INTERNATIONAL INC",86000,38.89051,-77.086294
"83","Arlington","N","index61","INTERNATIONAL COMMUNICATIONS ASSOCIATES INC",75000,38.89051,-77.086294
"84","Arlington","N","index62","SOUTHLAKE RADIOLOGY PA",3e+05,38.89051,-77.086294
"85","Arlington","N","index62","PULMONARY&MEDICAL ASSOCIATES N. VA",210000,38.89051,-77.086294
"86","Arlington","N","index62","SHERIDAN HEALTHCARE OF TEXAS P.A.",195000,38.89051,-77.086294
"87","Arlington","N","index62","SOUMAVA SEN DDS PC",130000,38.89051,-77.086294
"88","Arlington","N","index62","HIREN A PATEL DDS, PLLC",120000,38.89051,-77.086294
"89","Arlington","N","index62","HOME TOWN DENTAL OF ARLINGTON PC",120000,38.89051,-77.086294
"90","Arlington","N","index62","IDEAL DENTAL OF ARLINGTON PLLC",120000,38.89051,-77.086294
"91","Arlington","N","index71","SUNSET POOL INC",62000,38.89051,-77.086294
"92","Arlington","N","index71","USSPORTS INC",58153.92,38.89051,-77.086294
"93","Arlington","N","index72","THE VIRGINIAN ASSOCIATES LLC",90000,38.89051,-77.086294
"94","Arlington","N","index72","DONEGAL PROPERTIES INC",75000,38.89051,-77.086294
"95","Arlington","N","index72","BARROSO INC",59051,38.89051,-77.086294
"96","Arlington","N","index72","LA TASCA INC",59000,38.89051,-77.086294
"97","Arlington","N","index72","GREEN BRIGADE LLC",55286,38.89051,-77.086294
"98","Arlington","N","index72","HILTON WORLDWIDE INC",55286,38.89051,-77.086294
"99","Arlington","N","index81","INTERNATIONAL JUSTICE MISSION",150000,38.89051,-77.086294
"100","Arlington","N","index81","NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION",121300,38.89051,-77.086294
"101","Arlington","N","index81","RARE INC",111370,38.89051,-77.086294
"102","Arlington","N","index81","AIR-CONDITIONING HEATING,&REFRIGERATION INSTITUTE",95500,38.89051,-77.086294
"103","Arlington","N","index81","ECODIT LLC",95220,38.89051,-77.086294
"104","Arlington","N","index92","MANAGEMENT SCIENCES FOR HEALTH INC",112492,38.89051,-77.086294
"105","Arlington","N","index92","JSI RESEARCH&TRAINING INSTITUTE INC",86328,38.89051,-77.086294
"106","Arlington","N","index92","NORTH CENTRAL TEXAS COUNCIL OF GOVERNMENTS",58992.84,38.89051,-77.086294
"107","Arlington","N","index92","U.S. CIVILIAN RESEARCH&DEVELOPMENT FOUNDATION",58000,38.89051,-77.086294
"108","Atlanta","N","index21","OCI ENTERPRISES INC",77369.6,33.748315,-84.391109
"109","Atlanta","N","index22","EDF INC",104557,33.748315,-84.391109
"110","Atlanta","N","index22","ABB ENTERPRISE SOFTWARE INC",95000,33.748315,-84.391109
"111","Atlanta","N","index22","SOUTHERN COMPANY SERVICES INC",50700,33.748315,-84.391109
"112","Atlanta","N","index22","KEMIRA CHEMICALS INC",45600,33.748315,-84.391109
"113","Atlanta","N","index23","MASTEC SERVICES COMPANY INC",125000,33.748315,-84.391109
"114","Atlanta","N","index23","THYSSENKRUPP ELEVATOR",102604.07,33.748315,-84.391109
"115","Atlanta","N","index23","HOME DEPOT USA INC",90000,33.748315,-84.391109
"116","Atlanta","N","index23","ENERTOUCH INC",86590,33.748315,-84.391109
"117","Atlanta","N","index23","BEAZER GENERAL SERVICES INC",71000,33.748315,-84.391109
"118","Atlanta","N","index31","PAG HOLDING CORPORATION",2e+05,33.748315,-84.391109
"119","Atlanta","N","index31","CP KELCO U.S. INC",122471.96,33.748315,-84.391109
"120","Atlanta","N","index31","DEVGIRI EXPORTS LLC",120000,33.748315,-84.391109
"121","Atlanta","N","index31","GENERAL ELECTRIC COMPANY - INFRASTRUCTURE",110000,33.748315,-84.391109
"122","Atlanta","N","index31","OLDCASTLE APG INC",110000,33.748315,-84.391109
"123","Atlanta","N","index42","GLOBAL PAPER SOLUTIONS INC",202500,33.748315,-84.391109
"124","Atlanta","N","index42","DISYS SOLUTIONS INC",135000,33.748315,-84.391109
"125","Atlanta","N","index42","CHIHADE INTERNATIONAL INC",130000,33.748315,-84.391109
"126","Atlanta","N","index42","METAFOODS LLC",128294,33.748315,-84.391109
"127","Atlanta","N","index42","EMPIRE DISTRIBUTORS INC",120000,33.748315,-84.391109
"128","Atlanta","N","index44","GENUINE PARTS COMPANY",173000,33.748315,-84.391109
"129","Atlanta","N","index44","HOME DEPOT USA INC",103000,33.748315,-84.391109
"130","Atlanta","N","index44","PCM SALES INC",1e+05,33.748315,-84.391109
"131","Atlanta","N","index44","VERTAFORE INC",92923,33.748315,-84.391109
"132","Atlanta","N","index44","THE WILLIAM CARTER COMPANY INC",91332.5,33.748315,-84.391109
"133","Atlanta","N","index48","AMERICOLD LOGISTICS LLC",109782.5,33.748315,-84.391109
"134","Atlanta","N","index48","UNITED PARCEL SERVICE GENERAL SERVICES CO. (UPS)",97428,33.748315,-84.391109
"135","Atlanta","N","index48","NFI MANAGEMENT SERVICES LLC",93000,33.748315,-84.391109
"136","Atlanta","N","index48","GEODIS WILSON USA INC",75300,33.748315,-84.391109
"137","Atlanta","N","index48","NORFOLK SOUTHERN CORPORATION",74000,33.748315,-84.391109
"138","Atlanta","N","index51","EFOLDER INC",160000,33.748315,-84.391109
"139","Atlanta","N","index51","AUTOTRADER.COM INC",150000,33.748315,-84.391109
"140","Atlanta","N","index51","NUMEREX CORP",135000,33.748315,-84.391109
"141","Atlanta","N","index51","CONCISE INC",130000,33.748315,-84.391109
"142","Atlanta","N","index51","CRICKET WIRELESS LLC",120000,33.748315,-84.391109
"143","Atlanta","N","index52","TWO SIGMA INVESTMENTS LLC",152000,33.748315,-84.391109
"144","Atlanta","N","index52","INVESCO GROUP SERVICES INC",125000,33.748315,-84.391109
"145","Atlanta","N","index52","GREENSKY TRADE CREDIT LLC",120000,33.748315,-84.391109
"146","Atlanta","N","index52","SUNTRUST ROBINSON HUMPHREY INC",118000,33.748315,-84.391109
"147","Atlanta","N","index52","EARNEST PARTNERS LLC",115000,33.748315,-84.391109
"148","Atlanta","N","index52","FIRST DATA TECHNOLOGIES INC",115000,33.748315,-84.391109
"149","Atlanta","N","index52","VOYA INVESTMENT MANAGEMENT LLC",115000,33.748315,-84.391109
"150","Atlanta","N","index53","PORTMAN HOLDINGS LLC",3e+05,33.748315,-84.391109
"151","Atlanta","N","index53","ALTISOURCE SOLUTIONS INC",107675,33.748315,-84.391109
"152","Atlanta","N","index53","INTEGRAL GROUP LLC",98500,33.748315,-84.391109
"153","Atlanta","N","index53","KINGSLEY ASSOCIATES INC",72000,33.748315,-84.391109
"154","Atlanta","N","index53","TRIBRIDGE RESIDENTIAL LLC",65000,33.748315,-84.391109
"155","Atlanta","N","index54","SYMBIOUN TECHNOLOGIES INC",440000,33.748315,-84.391109
"156","Atlanta","N","index54","VIRTUSTREAM INC",192500,33.748315,-84.391109
"157","Atlanta","N","index54","CANTOR COLBURN LLP",165000,33.748315,-84.391109
"158","Atlanta","N","index54","DS SERVICES OF AMERICA INC",161196.58,33.748315,-84.391109
"159","Atlanta","N","index54","A.T. KEARNEY INC",160000,33.748315,-84.391109
"160","Atlanta","N","index54","AVATA INC",160000,33.748315,-84.391109
"161","Atlanta","N","index55","RHEEM MANUFACTURING COMPANY",140000,33.748315,-84.391109
"162","Atlanta","N","index56","PARKMOBILE USA INC",245671,33.748315,-84.391109
"163","Atlanta","N","index56","THE INTERSECT GROUP LLC",142500,33.748315,-84.391109
"164","Atlanta","N","index56","TAV HOLDINGS INC",120000,33.748315,-84.391109
"165","Atlanta","N","index56","BCD TRAVEL USA LLC",99753.09,33.748315,-84.391109
"166","Atlanta","N","index56","SECURAMERICA LLC",98675,33.748315,-84.391109
"167","Atlanta","N","index61","MERCER UNIVERSITY",80000,33.748315,-84.391109
"168","Atlanta","N","index61","FULTON COUNTY BOARD OF EDUCATION",75000,33.748315,-84.391109
"169","Atlanta","N","index61","MOREHOUSE SCHOOL OF MEDICINE",67975,33.748315,-84.391109
"170","Atlanta","N","index61","BOARD OF EDUCATION FULTON COUNTY",67732,33.748315,-84.391109
"171","Atlanta","N","index61","SAVANNAH COLLEGE OF ART&DESIGN INC",66903.5,33.748315,-84.391109
"172","Atlanta","N","index62","NORTHSIDE HOSPITAL INC",2e+05,33.748315,-84.391109
"173","Atlanta","N","index62","TENET HEALTH SYSTEM MEDICAL INC ('THM')",2e+05,33.748315,-84.391109
"174","Atlanta","N","index62","PMR GEORGIA HOLDING LLC",175000,33.748315,-84.391109
"175","Atlanta","N","index62","CHILDREN'S HEALTHCARE OF ATLANTA INC",81681.6,33.748315,-84.391109
"176","Atlanta","N","index62","EMORY HEALTHCARE INC",72697,33.748315,-84.391109
"177","Atlanta","N","index71","CHURCHILL DOWNS INCRPORATED",120000,33.748315,-84.391109
"178","Atlanta","N","index71","BLAST IT INC",1e+05,33.748315,-84.391109
"179","Atlanta","N","index71","GEORGIA AQUARIUM INC",95000,33.748315,-84.391109
"180","Atlanta","N","index71","H2Q FITNESS&NUTRITION LLC",50000,33.748315,-84.391109
"181","Atlanta","N","index71","ANSLEY GOLF CLUB",20940,33.748315,-84.391109
"182","Atlanta","N","index72","CAJUN OPERATING COMPANY",102000,33.748315,-84.391109
"183","Atlanta","N","index72","HYATT CORPORATION",68000,33.748315,-84.391109
"184","Atlanta","N","index72","STARWOOD HOTELS&RESORTS WORLDWIDE INC",63800,33.748315,-84.391109
"185","Atlanta","N","index72","FADO PUBS INC",62000,33.748315,-84.391109
"186","Atlanta","N","index72","BUA LLC",61048,33.748315,-84.391109
"187","Atlanta","N","index81","AMERICAN CANCER SOCIETY INC",80000,33.748315,-84.391109
"188","Atlanta","N","index81","NATIONAL FOUNDATION FOR CENTERS FOR DISEASE CONTROL&PREVENTION INC",72960,33.748315,-84.391109
"189","Atlanta","N","index81","WORLD 50 INC",50000,33.748315,-84.391109
"190","Atlanta","N","index81","HAIR IMAGESINC",42000,33.748315,-84.391109
"191","Atlanta","N","index92","RUBICON GLOBAL HOLDINGS LLC",105000,33.748315,-84.391109
"192","Atlanta","N","index92","IHRC INCRPORATED",86355,33.748315,-84.391109
"193","Atlanta","N","index92","EAGLE MEDICAL SERVICES LLC",82638,33.748315,-84.391109
"194","Atlanta","N","index92","STATE OF GEORGIA DEPARTMENT OF AGRICULTURE",62185,33.748315,-84.391109
"195","Atlanta","N","index92","FULTON COUNTY GOVERNMENT",51511,33.748315,-84.391109
"196","Austin","N","index21","DRILLING INFO INC",92500,30.267605,-97.742984
"197","Austin","N","index21","DRILLINGINFO INC",75000,30.267605,-97.742984
"198","Austin","N","index21","FORTITUDE ENERGY LLC",73325,30.267605,-97.742984
"199","Austin","N","index22","ELECTRIC RELIABILITY COUNCIL OF TEXAS INC",110000,30.267605,-97.742984
"200","Austin","N","index22","LOWER COLORADO RIVER AUTHORITY",91666.56,30.267605,-97.742984
"201","Austin","N","index23","IMPACT DEVELOPERS OF AUSTIN LLC",150000,30.267605,-97.742984
"202","Austin","N","index23","CINTRA US SERVICES LLC",95992,30.267605,-97.742984
"203","Austin","N","index23","CH2M HILL ENGINEERS INC",94554,30.267605,-97.742984
"204","Austin","N","index23","SPAWGLASS CONTRACTOR'S INC",86363,30.267605,-97.742984
"205","Austin","N","index23","MCCARTHY BUILDING COMPANIES INC",78197.6,30.267605,-97.742984
"206","Austin","N","index31","CENTAUR TECHNOLOGY INC",175000,30.267605,-97.742984
"207","Austin","N","index31","SEAGATE US LLC",152000,30.267605,-97.742984
"208","Austin","N","index31","CYPRESS SEMICONDUCTOR CORPORATION",146016,30.267605,-97.742984
"209","Austin","N","index31","RF CODE INC",137000,30.267605,-97.742984
"210","Austin","N","index31","SOUTH AUSTIN PHARMACY LLC",128000,30.267605,-97.742984
"211","Austin","N","index42","DISYS SOLUTIONS INC",200000.16,30.267605,-97.742984
"212","Austin","N","index42","PEPE ZEVADA Z TEQUILA INTERNATIONAL INC",120000,30.267605,-97.742984
"213","Austin","N","index42","DELL MARKETING LP",119180.76,30.267605,-97.742984
"214","Austin","N","index42","LDR SPINE USA INC",113069,30.267605,-97.742984
"215","Austin","N","index42","DELL MARKETING L.P.",111100,30.267605,-97.742984
"216","Austin","N","index44","INSIDERGUIDE L.L.C.",3e+05,30.267605,-97.742984
"217","Austin","N","index44","INSIDERGUIDE.COM LC",3e+05,30.267605,-97.742984
"218","Austin","N","index44","SOUTH AUSTIN HEALTHCARE COMPANY",125000,30.267605,-97.742984
"219","Austin","N","index44","AMAZON CORPORATE LLC",117080,30.267605,-97.742984
"220","Austin","N","index44","HOME DEPOT USA INC",112325,30.267605,-97.742984
"221","Austin","N","index48","NEWGISTICS INC",113069,30.267605,-97.742984
"222","Austin","N","index48","RIDESCOUT LLC",1e+05,30.267605,-97.742984
"223","Austin","N","index48","DNV KEMA RENEWABLES INC",75899,30.267605,-97.742984
"224","Austin","N","index48","SONO SHIPPING LLC",62000,30.267605,-97.742984
"225","Austin","N","index51","TABLEAU SOFTWARE INC",153000,30.267605,-97.742984
"226","Austin","N","index51","LITHIUM TECHNOLOGIES INC",140000,30.267605,-97.742984
"227","Austin","N","index51","THE ENDURANCE INTERNATIONAL GROUP INC",140000,30.267605,-97.742984
"228","Austin","N","index51","LUMESSE INC",135000,30.267605,-97.742984
"229","Austin","N","index51","MOZIDO",135000,30.267605,-97.742984
"230","Austin","N","index52","AMERICAN SECURITY INSURANCE COMPANY",385000.5,30.267605,-97.742984
"231","Austin","N","index52","SECURENET LLC",130000,30.267605,-97.742984
"232","Austin","N","index52","BILL ME LATER INC",123420,30.267605,-97.742984
"233","Austin","N","index52","NFP INSURANCE SERVICES INC",115131.575,30.267605,-97.742984
"234","Austin","N","index52","MPG OPERATIONS LLC",115000,30.267605,-97.742984
"235","Austin","N","index53","KELLER WILLIAMS REALTY INC",90000,30.267605,-97.742984
"236","Austin","N","index53","CORT BUSINESS SERVICES CORPORATION",85600,30.267605,-97.742984
"237","Austin","N","index53","UNITED COUNTRY REAL ESTATE LLC",70000,30.267605,-97.742984
"238","Austin","N","index53","TURNKEY VACATION RENTALS INC",60000,30.267605,-97.742984
"239","Austin","N","index53","O'BOYLE PROPERTIES INC",56200,30.267605,-97.742984
"240","Austin","N","index54","OVER THE TOP NETWORKS INTERNATIONAL INC",330000,30.267605,-97.742984
"241","Austin","N","index54","IMPOSSIBLE VENTURES LLC",210000,30.267605,-97.742984
"242","Austin","N","index54","WEISSCOMM GROUP LIMITED",210000,30.267605,-97.742984
"243","Austin","N","index54","GERSON LEHRMAN GROUP INC",2e+05,30.267605,-97.742984
"244","Austin","N","index54","VINSON&ELKINS L.L.P.",185000,30.267605,-97.742984
"245","Austin","N","index55","JAMES AVERY CRAFTSMAN INC",115294.48,30.267605,-97.742984
"246","Austin","N","index55","FIS MANAGEMENT SERVICES LLC",84656,30.267605,-97.742984
"247","Austin","N","index56","SLG MILLENNIUM GROUP LLC",120000,30.267605,-97.742984
"248","Austin","N","index56","WALTER KIDDE PORTABLE EQUIPMENT INC",103459,30.267605,-97.742984
"249","Austin","N","index56","REV.COM INC",95098,30.267605,-97.742984
"250","Austin","N","index56","BLZ BUSINESS SOLUTIONS INC",85000,30.267605,-97.742984
"251","Austin","N","index56","JNIT TECHNOLOGIES",70000,30.267605,-97.742984
"252","Austin","N","index56","VYOPTA INCRPORATED",70000,30.267605,-97.742984
"253","Austin","N","index61","MAYO CLINIC",246203,30.267605,-97.742984
"254","Austin","N","index61","LOGIC INFORMATION SYSTEMS INC",94000,30.267605,-97.742984
"255","Austin","N","index61","COMPASSLEARNING INC",86653,30.267605,-97.742984
"256","Austin","N","index61","THE UNIVERSITY OF TEXAS SYSTEM ADMINISTRATION",78000,30.267605,-97.742984
"257","Austin","N","index61","360TRAINING.COM INC",65229,30.267605,-97.742984
"258","Austin","N","index62","SOUMAVA SEN DDS PC",237250,30.267605,-97.742984
"259","Austin","N","index62","SOUTHEASTERN PHYSICIAN SERVICES PC",2e+05,30.267605,-97.742984
"260","Austin","N","index62","MARC AMSILI D.D.S., P.A.",164000,30.267605,-97.742984
"261","Austin","N","index62","INPATIENT CONSULTANTS OF TEXAS PLLC",150000,30.267605,-97.742984
"262","Austin","N","index62","PHELAN DENTAL HEALTH CENTER PLLC",128024,30.267605,-97.742984
"263","Austin","N","index71","GTECH CORPORATION",81125,30.267605,-97.742984
"264","Austin","N","index71","C3 PRESENTS LLC",65000,30.267605,-97.742984
"265","Austin","N","index71","LONESTAR SOCCER CLUB OF AUSTIN INC",53000,30.267605,-97.742984
"266","Austin","N","index71","POLO&TENNIS HOLDINGS LLC",45000,30.267605,-97.742984
"267","Austin","N","index71","WESTERN HILLS YOUTH SOCCER ASSOCIATION",34557,30.267605,-97.742984
"268","Austin","N","index72","A&D HOTEL LLC",72720,30.267605,-97.742984
"269","Austin","N","index72","CAPITAL RIDGE HOTEL AUSTIN LP",62500,30.267605,-97.742984
"270","Austin","N","index72","WHITE LODGING SERVICES CORP.",48608,30.267605,-97.742984
"271","Austin","N","index72","WHITE LODGING SERVICES CORPORATION",47250,30.267605,-97.742984
"272","Austin","N","index72","SANCHEZ MEXICAN C&Y",42000,30.267605,-97.742984
"273","Austin","N","index72","TEXAS VILLAGE AUSTIN LTD",42000,30.267605,-97.742984
"274","Austin","N","index81","GREATER AUSTIN MERCHANT'S COOPERATIVE ASSOCIATION",57000,30.267605,-97.742984
"275","Austin","N","index81","ST. DAVID'S HEALTH CARE SYSTEM INC",52915,30.267605,-97.742984
"276","Austin","N","index81","FREEDOM SOLAR LLC",42349,30.267605,-97.742984
"277","Austin","N","index92","TEXAS LOTTERY COMMISSION",108105.96,30.267605,-97.742984
"278","Austin","N","index92","CENTENE COMPANY OF TEXAS LP",65000,30.267605,-97.742984
"279","Austin","N","index92","CITY OF AUSTIN",55203.2,30.267605,-97.742984
"280","Austin","N","index92","TEXAS DEPARTMENT OF STATE HEALTH SERVICES",53204,30.267605,-97.742984
"281","Austin","N","index92","TEXAS HEALTH INSTITUTE",47653,30.267605,-97.742984
"282","Baltimore","N","index22","BALTIMORE GAS&ELECTRIC AN EXELON COMPANY",80434,39.290585,-76.609264
"283","Baltimore","N","index22","ON COMPUTER SERVICES LLC",75000,39.290585,-76.609264
"284","Baltimore","N","index22","EXELON BUSINESS SERVICES COMPANY LLC",74516,39.290585,-76.609264
"285","Baltimore","N","index22","CONSTELLATION NEWENERGY INC,",70512,39.290585,-76.609264
"286","Baltimore","N","index22","EXELON GENERATION COMPANY LLC",70512,39.290585,-76.609264
"287","Baltimore","N","index23","SECA UNDERGROUND CORPORATION",83200,39.290585,-76.609264
"288","Baltimore","N","index23","VECTREN ENERGY SERVICES CORPORATION",74630,39.290585,-76.609264
"289","Baltimore","N","index23","JACOBS PROJECT MANAGEMENT COMPANY",69722,39.290585,-76.609264
"290","Baltimore","N","index23","JACOBS ENGINEERING GROUP INC",66851,39.290585,-76.609264
"291","Baltimore","N","index23","FACILICARE",65250,39.290585,-76.609264
"292","Baltimore","N","index31","PHILIPS ELECTRONICS NORTH AMERICA CORPORATION",125000,39.290585,-76.609264
"293","Baltimore","N","index31","SIEMENS MEDICAL SOLUTIONS USA INC",105800,39.290585,-76.609264
"294","Baltimore","N","index31","AVERY DENNISON CORPORATION",100079,39.290585,-76.609264
"295","Baltimore","N","index31","DANFOSS LLC",92893,39.290585,-76.609264
"296","Baltimore","N","index31","POMPEIAN INC",80000,39.290585,-76.609264
"297","Baltimore","N","index42","LUPIN PHARMACEUTICALS INC",185000,39.290585,-76.609264
"298","Baltimore","N","index42","UNDER ARMOUR INC",90000,39.290585,-76.609264
"299","Baltimore","N","index42","DOMINO FOODS INC",72800,39.290585,-76.609264
"300","Baltimore","N","index42","BETTER ENGINEERING MANUFACTURING INC",52000,39.290585,-76.609264
"301","Baltimore","N","index42","SAAR INTERNATIONALINC",46000,39.290585,-76.609264
"302","Baltimore","N","index44","LAXMI DURGA RX LLC",110552,39.290585,-76.609264
"303","Baltimore","N","index44","AMAZON.COM.DEDC LLC",1e+05,39.290585,-76.609264
"304","Baltimore","N","index44","SARAH786INC",69000,39.290585,-76.609264
"305","Baltimore","N","index44","SPEEDY MART LLC",54500,39.290585,-76.609264
